2990.68858 16.274 0.005
2994.70416 15.636 0.005
3010.74759 15.516 0.005
3326.75913 16.366 0.006
3326.78863 16.381 0.006
3336.76484 15.660 0.005
3336.82471 15.510 0.005
3351.73255 16.317 0.006
3352.75878 15.492 0.005
3356.69631 15.959 0.005
3357.72764 16.270 0.005
3361.66887 16.359 0.006
3362.80491 15.845 0.005
3365.79229 15.736 0.005
3370.73531 16.325 0.007
3372.80794 16.038 0.005
3376.71563 16.253 0.006
3381.71564 15.797 0.005
3385.73738 16.153 0.005
3386.81239 16.382 0.005
3391.63277 16.014 0.005
3396.77698 16.065 0.007
3406.65810 15.601 0.005
3714.78914 16.026 0.005
3717.70644 15.923 0.005
3720.79125 15.885 0.005
3721.83978 16.221 0.006
3728.68275 16.324 0.005
3732.79756 15.511 0.005
3737.73703 16.229 0.005
3740.66524 16.206 0.005
3746.66425 16.098 0.005
3749.71671 16.066 0.005
3754.59202 16.175 0.005
3756.67015 16.239 0.005
3763.63032 16.328 0.005
3766.64570 16.345 0.005
3773.68287 16.017 0.005
3774.57251 15.858 0.005
4058.75002 15.961 0.005
4059.70340 15.903 0.005
4070.74519 16.321 0.005
4072.78914 16.083 0.005
4077.78019 15.890 0.005
4078.65712 15.875 0.005
4098.70492 16.213 0.005
4105.75680 16.346 0.006
4109.81876 15.571 0.005
4112.75965 15.575 0.005
4132.70369 15.985 0.005
4371.88802 16.353 0.007
4372.88613 15.717 0.005
4380.86514 16.272 0.005
4382.89364 15.955 0.006
4394.75801 15.555 0.005
4394.84421 15.560 0.005
4408.75955 16.147 0.006
4409.78018 16.379 0.006
4421.83889 16.239 0.005
4422.76623 16.336 0.006
4434.79822 16.310 0.006
4434.86215 16.299 0.006
4452.72398 16.026 0.005
4459.70889 16.209 0.006
4461.69270 15.783 0.005
4467.73305 15.631 0.005
4468.76915 16.102 0.005
4476.73488 16.141 0.005
4477.80997 15.931 0.005
4482.74971 16.361 0.005
4483.83062 15.757 0.005
4486.78646 15.663 0.005
4511.61237 16.040 0.005
4511.64292 15.958 0.005
