3326.58716 15.830 0.005
3339.59462 15.879 0.005
3356.58899 16.049 0.005
3362.62724 16.211 0.006
3366.58173 16.102 0.006
3370.60035 16.002 0.005
3374.60728 15.900 0.005
3379.54350 15.909 0.005
3652.74807 16.104 0.005
3652.75218 16.098 0.005
3656.66989 15.990 0.005
3656.67400 15.971 0.005
3663.66081 16.077 0.006
3663.66488 16.059 0.005
3665.68903 15.920 0.005
3665.69312 15.912 0.005
3672.72025 16.199 0.005
3672.72431 16.193 0.005
3683.67093 15.714 0.005
3683.67501 15.711 0.005
3688.64943 15.757 0.005
3688.65352 15.743 0.005
3695.66331 16.100 0.005
3704.63671 16.013 0.005
3704.64084 16.024 0.005
3712.61581 15.762 0.005
3712.61991 15.780 0.005
3718.57981 15.956 0.005
3718.58395 15.975 0.005
3728.58400 16.026 0.005
3728.58812 16.043 0.005
3980.83516 15.955 0.005
3980.83920 15.952 0.005
4020.77070 16.185 0.005
4020.77474 16.184 0.005
4027.67977 15.800 0.005
4027.68382 15.799 0.005
4031.65633 15.734 0.005
4031.66038 15.739 0.005
4038.59417 16.014 0.005
4038.59823 16.018 0.005
4042.58316 15.931 0.005
4042.58718 15.904 0.005
4047.55443 15.925 0.005
4047.55848 15.939 0.005
4052.58176 15.970 0.005
4052.58580 15.969 0.005
4059.55378 16.119 0.005
4059.55781 16.115 0.005
4068.54514 16.211 0.005
4068.54919 16.202 0.005
4074.60283 15.762 0.005
4074.60691 15.739 0.005
4082.56795 16.169 0.005
4082.57204 16.178 0.005
4105.59880 16.071 0.006
4367.65453 16.002 0.006
4367.65857 16.010 0.006
4369.66077 16.121 0.007
4369.66479 16.115 0.006
4373.69051 16.162 0.006
4373.69455 16.172 0.005
4382.72774 16.095 0.006
4382.73180 16.110 0.005
4393.70571 15.998 0.005
4393.70977 16.005 0.005
4397.64290 16.209 0.006
4397.64691 16.191 0.005
4406.64775 16.116 0.006
4407.67480 16.187 0.006
4407.67884 16.188 0.005
4415.65199 16.040 0.005
4415.65606 16.044 0.005
4418.63712 15.739 0.005
4418.64117 15.751 0.005
4426.57664 16.193 0.007
4426.58068 16.216 0.006
4428.63887 15.837 0.006
4428.64294 15.842 0.005
4435.65872 16.168 0.006
4435.66276 16.167 0.005
4443.55305 15.940 0.005
4443.55713 15.940 0.005
4454.54865 16.153 0.006
4454.55271 16.145 0.005
4708.76535 15.901 0.005
4708.76940 15.901 0.005
4724.72689 15.911 0.006
4724.73093 15.888 0.005
4741.67699 16.169 0.005
4743.75130 15.878 0.005
4755.71931 16.236 0.006
4755.72335 16.196 0.005
4759.71781 16.120 0.005
4759.72184 16.125 0.005
4767.61930 15.886 0.005
4767.62334 15.890 0.005
4774.58031 16.203 0.005
4774.58436 16.186 0.005
4780.54262 15.825 0.005
4780.54667 15.805 0.005
4795.59231 15.752 0.005
4795.59635 15.760 0.005
4836.64013 16.189 0.006
4837.62181 15.860 0.005
4838.61074 15.759 0.005
4839.58978 15.955 0.006
4843.53317 15.800 0.006
4844.53113 15.978 0.006
4844.61317 15.989 0.006
4847.61783 15.715 0.005
4954.91370 16.057 0.005
