1064.63911 15.893 0.014
1065.58006 15.661 0.012
1300.83352 15.302 0.016
1308.85305 15.335 0.018
1418.55432 15.594 0.008
1670.87882 15.698 0.013
1693.84814 15.823 0.009
1700.81959 15.976 0.014
1704.77658 15.870 0.009
3470.89379 15.747 0.004
3961.54813 15.960 0.005
4590.86367 15.926 0.005
4591.82051 15.755 0.005
4591.84777 15.764 0.004
4913.86334 15.542 0.004
4916.90413 15.517 0.004
4919.78034 15.661 0.004
4921.79195 15.889 0.004
4927.77452 15.630 0.004
4945.82851 15.942 0.004
4946.71973 15.760 0.004
4948.67798 15.537 0.004
4949.77621 15.927 0.005
4950.72644 15.757 0.004
4951.78531 15.559 0.004
4952.76723 15.313 0.004
4953.67194 15.860 0.004
4954.77989 15.768 0.004
