 670.89037 17.216 0.010
 684.90129 16.950 0.011
 686.86756 17.229 0.010
 688.82505 17.169 0.011
 697.82984 17.162 0.009
 707.80328 17.179 0.017
 708.82863 17.037 0.013
 727.79143 17.175 0.009
 746.74696 17.201 0.013
 750.65741 17.176 0.009
 752.59926 17.073 0.010
 765.76216 16.806 0.008
 769.71715 17.214 0.013
 772.68318 16.833 0.008
 776.71849 17.132 0.011
 783.73697 16.949 0.014
 784.70920 17.051 0.011
 788.69075 16.778 0.007
 795.65483 16.823 0.008
 797.64336 16.762 0.010
 799.61408 17.210 0.013
 816.62151 16.960 0.010
 821.60578 17.107 0.013
 837.60665 17.048 0.011
 857.52692 16.705 0.009
1113.72455 17.135 0.013
1492.63419 17.070 0.008
1524.65489 17.024 0.009
3314.63170 16.741 0.008
3326.53943 16.926 0.008
3337.61955 16.750 0.009
3357.56835 17.236 0.009
3362.56598 17.050 0.009
3366.53549 17.185 0.011
3370.55414 17.100 0.008
3381.57778 16.929 0.007
3653.70414 17.168 0.008
3657.62827 16.992 0.009
3665.61021 17.213 0.009
3675.70735 16.859 0.007
3686.65972 17.044 0.009
3694.60559 17.080 0.008
3706.59084 17.155 0.008
3717.59949 17.052 0.009
3724.54644 17.066 0.008
3737.55324 16.732 0.006
3980.79425 17.145 0.007
4021.72582 17.179 0.008
4029.65237 16.853 0.007
4037.64998 17.174 0.008
4041.62318 17.040 0.009
4046.58245 17.138 0.010
4051.52489 17.184 0.008
4058.55539 17.209 0.008
4064.55467 17.024 0.007
4073.64009 17.003 0.011
4076.59483 17.157 0.009
4085.60380 17.135 0.008
4096.60931 16.994 0.008
4113.59014 17.171 0.008
4353.77936 16.856 0.007
4372.69747 17.078 0.009
4380.74235 17.132 0.009
4392.69640 16.768 0.007
4396.64152 17.216 0.011
4403.65663 17.176 0.010
4412.61509 17.215 0.009
4421.59554 17.198 0.010
4424.61375 16.841 0.009
4425.60601 17.074 0.011
4427.62121 16.988 0.009
4429.66472 16.866 0.012
4442.63720 17.202 0.009
4708.72383 17.158 0.008
4726.71944 17.084 0.010
4756.73952 17.111 0.010
4761.66556 17.176 0.008
4774.54130 16.917 0.007
4779.61506 17.081 0.010
4792.59219 16.748 0.007
