 621.85461 14.639 0.005
 626.93778 14.777 0.005
 627.90376 14.682 0.005
 628.91315 14.618 0.005
 632.91342 14.773 0.005
 633.91793 14.827 0.005
 635.91304 14.648 0.005
 643.88180 14.633 0.005
 645.88528 14.642 0.005
 649.85459 14.810 0.005
 656.90038 14.821 0.005
 657.84156 14.802 0.005
 658.91320 14.685 0.005
 664.80457 14.831 0.005
 664.89310 14.829 0.005
 665.88006 14.761 0.005
 666.89061 14.659 0.005
 667.90143 14.613 0.005
 668.87203 14.649 0.005
 670.83766 14.716 0.005
 671.86019 14.784 0.005
 672.91370 14.823 0.005
 673.71597 14.754 0.005
 673.91768 14.737 0.005
 684.79272 14.646 0.005
 685.73129 14.682 0.005
 686.77369 14.735 0.005
 688.87853 14.804 0.005
 689.76851 14.703 0.005
 697.73453 14.675 0.005
 698.88054 14.620 0.005
 699.73704 14.637 0.005
 700.74565 14.658 0.005
 701.71809 14.703 0.005
 704.69037 14.757 0.005
 706.71413 14.632 0.005
 707.75011 14.641 0.005
 708.71763 14.675 0.005
 712.71798 14.737 0.005
 713.75571 14.632 0.005
 714.77109 14.640 0.005
 716.70471 14.674 0.005
 720.68028 14.715 0.005
 722.64555 14.631 0.005
 726.73768 14.815 0.005
 728.63644 14.695 0.005
 729.70337 14.619 0.005
 730.62748 14.627 0.005
 733.68948 14.770 0.005
 739.75441 14.666 0.005
 741.68100 14.786 0.005
 742.77142 14.818 0.005
 744.72330 14.628 0.005
 745.67456 14.626 0.005
 747.61344 14.673 0.005
 748.57499 14.734 0.005
 749.58269 14.811 0.005
 750.57723 14.825 0.005
 751.58435 14.724 0.005
 752.78694 14.617 0.005
 753.72755 14.637 0.005
 754.69413 14.656 0.005
 755.58318 14.675 0.005
 759.58920 14.691 0.005
 760.59558 14.622 0.005
 761.59253 14.634 0.005
 762.58313 14.647 0.005
 762.71763 14.655 0.005
 763.60212 14.690 0.005
 763.68273 14.705 0.005
 763.77139 14.702 0.005
 764.68931 14.765 0.005
 765.63342 14.829 0.005
 766.52965 14.789 0.005
 766.67024 14.763 0.005
 767.57871 14.666 0.005
 767.63742 14.669 0.005
 767.73212 14.657 0.005
 769.56167 14.640 0.005
 770.53928 14.660 0.005
