2124.52574 16.114 0.010
2128.55043 16.552 0.010
2131.54581 16.519 0.010
2135.48037 16.208 0.008
2138.48377 16.196 0.010
2142.48546 16.559 0.011
2166.62416 16.349 0.011
2171.59554 16.500 0.011
2177.52393 16.386 0.021
2178.50661 16.020 0.010
2193.55290 16.603 0.013
2345.83396 16.322 0.009
2356.86336 16.429 0.010
2365.81860 16.258 0.011
2379.77440 16.301 0.011
2385.78181 16.174 0.009
2389.75711 16.559 0.012
2392.66817 16.513 0.018
2396.86698 16.341 0.011
2400.92143 16.402 0.012
2402.69840 16.115 0.009
2403.68003 16.551 0.011
2406.70297 16.549 0.013
2416.68172 16.169 0.010
2424.65937 16.328 0.010
2433.87318 16.304 0.011
2435.80337 16.465 0.011
2437.88767 16.604 0.017
2439.84598 16.150 0.009
2441.87895 16.441 0.008
2443.83856 16.558 0.015
2445.85169 16.013 0.008
2446.87806 16.551 0.014
2459.52890 16.612 0.014
2462.77973 16.202 0.009
2463.76128 16.526 0.010
2465.62488 16.575 0.011
2467.71126 16.190 0.008
2469.75565 16.458 0.010
2471.52055 16.528 0.011
2473.72973 16.028 0.008
2484.50270 16.014 0.009
2489.62715 16.353 0.008
2492.57993 16.280 0.008
2494.62734 16.497 0.010
2496.68906 16.514 0.010
2498.73508 16.275 0.011
2501.49644 16.015 0.009
2510.66653 16.319 0.011
2516.57120 16.580 0.013
2519.53077 16.560 0.011
2524.57580 16.304 0.010
2528.56287 16.483 0.012
2539.52454 16.533 0.012
2544.57057 16.556 0.013
2560.52417 16.259 0.016
2568.52854 16.385 0.015
2710.89010 16.477 0.010
2725.88525 16.252 0.009
2731.82476 16.035 0.008
2735.91632 16.567 0.012
2747.88539 16.430 0.013
2754.90087 16.072 0.008
2764.87046 16.418 0.012
2769.68911 16.487 0.011
2783.66083 16.499 0.010
2785.63477 16.558 0.012
2787.69169 16.241 0.009
2789.84948 16.513 0.011
2791.84430 16.559 0.011
2793.89140 16.236 0.009
2795.81330 16.428 0.009
2796.93742 16.221 0.011
2797.79955 16.574 0.011
2809.59175 16.387 0.011
2811.58201 16.551 0.014
2812.79607 16.425 0.012
2814.67514 16.543 0.010
2815.87474 16.448 0.012
2817.57269 16.480 0.012
2818.84830 16.374 0.011
2820.59011 16.475 0.011
2826.55840 16.355 0.010
2834.51375 16.452 0.015
2836.55685 16.583 0.012
2838.52581 16.096 0.009
2839.52825 16.575 0.012
2841.55684 16.054 0.008
2844.53990 16.078 0.008
2847.58100 16.325 0.011
2850.76035 16.019 0.008
2852.75458 16.356 0.010
2855.55768 16.138 0.009
2857.64678 16.459 0.011
2861.59653 16.019 0.010
2863.50576 16.294 0.011
2866.53007 16.259 0.010
2870.60906 16.581 0.011
2874.60839 16.427 0.011
2878.52420 16.140 0.008
2883.52512 16.246 0.009
2886.49888 16.158 0.012
2893.49518 16.533 0.012
2897.58769 16.336 0.011
2902.62950 16.526 0.016
2907.62498 16.593 0.016
2921.56731 16.582 0.014
2932.55634 16.444 0.012
3054.86584 16.085 0.008
3057.85029 16.038 0.008
3060.88093 16.201 0.008
3066.87450 16.591 0.010
3069.82708 16.586 0.012
3071.83280 16.045 0.009
