2125.53682 18.864 0.093
2129.62016 18.987 0.062
2132.56445 18.363 0.038
2135.70205 18.612 0.041
2140.66006 18.934 0.070
2144.54468 18.973 0.075
2160.53352 18.900 0.084
2168.60095 18.831 0.074
2175.57286 18.886 0.130
2187.51029 18.982 0.092
2206.50621 19.377 0.207
2331.84670 19.139 0.089
2346.89306 18.888 0.054
2358.81675 19.057 0.071
2365.91684 18.822 0.071
2372.77892 19.009 0.070
2382.90302 18.674 0.058
2386.84627 18.929 0.074
2390.78940 19.033 0.083
2397.75145 18.465 0.039
2401.77621 18.636 0.052
2403.83224 18.923 0.055
2405.80072 19.002 0.065
2414.77763 19.035 0.072
2416.75199 18.445 0.044
2424.84367 18.922 0.094
2428.74599 19.233 0.084
2432.78915 19.257 0.146
2434.65697 19.057 0.066
2436.70258 18.672 0.045
2438.68089 18.626 0.048
2440.78511 18.698 0.048
2443.68793 19.038 0.070
2445.56902 19.003 0.075
2448.53641 18.962 0.155
2453.80427 19.065 0.095
2459.49562 19.214 0.114
2463.47673 19.003 0.097
2464.70683 19.028 0.055
2467.60978 19.105 0.088
2469.62420 19.062 0.051
2471.63598 19.087 0.062
2473.59709 19.145 0.090
2483.66591 19.018 0.072
2486.64926 19.049 0.075
2490.61587 19.003 0.085
2493.57569 18.702 0.055
2495.64973 18.620 0.045
2497.70555 18.754 0.056
2499.75248 18.860 0.065
2502.49607 18.904 0.069
2508.59098 19.125 0.079
2512.54732 18.701 0.067
2517.64804 18.720 0.057
2520.50677 19.021 0.083
2526.60024 19.026 0.061
2537.58294 18.908 0.099
2541.58105 19.049 0.085
2541.60551 18.995 0.082
2547.51914 19.119 0.097
2551.55469 18.521 0.066
2556.51008 18.873 0.083
2563.54358 18.950 0.069
2574.52293 18.762 0.072
2705.88678 18.681 0.059
2706.85243 18.671 0.052
2714.83673 19.056 0.063
2728.86668 19.022 0.097
2733.84956 18.959 0.071
2744.81989 18.653 0.042
2752.89592 19.121 0.085
2756.86678 19.007 0.065
2760.83501 18.533 0.055
2766.86695 18.815 0.055
2770.75458 18.969 0.071
2783.75536 18.667 0.039
2785.86695 18.746 0.069
2786.86901 18.872 0.083
2789.67503 19.036 0.068
2791.63763 19.010 0.072
2794.79146 18.984 0.066
2794.80504 19.138 0.079
2796.74204 19.006 0.052
2803.54012 18.715 0.293
2808.88247 19.217 0.162
2809.88681 18.991 0.078
2810.81382 18.994 0.073
2811.85105 18.906 0.064
2813.64776 19.042 0.100
2815.76945 19.020 0.062
2817.72233 18.700 0.055
2818.78529 18.752 0.055
2820.65760 18.672 0.049
2826.67067 18.967 0.055
2834.70842 19.084 0.254
2835.82587 19.070 0.114
2837.56378 18.707 0.077
2839.60063 18.730 0.055
2841.61696 18.873 0.062
2843.55061 18.963 0.074
2845.58608 19.012 0.081
2849.73857 19.016 0.078
2849.76615 19.083 0.107
2851.74889 19.063 0.098
2853.75176 19.134 0.100
2856.64054 18.632 0.051
2858.61589 18.507 0.063
2859.60988 18.734 0.087
2860.73798 18.626 0.087
2863.57413 18.957 0.076
2866.66614 19.014 0.090
2869.65717 19.018 0.075
2872.65170 19.076 0.058
2877.62092 18.617 0.054
2883.59654 18.986 0.055
2892.58647 19.164 0.110
2896.60814 18.526 0.041
2902.57519 19.049 0.096
2907.54954 19.074 0.101
2917.53718 18.463 0.061
3051.84395 18.769 0.092
3058.83913 19.083 0.072
3063.83383 19.110 0.077
3067.83767 18.482 0.041
3070.79712 18.866 0.111
3072.87594 18.951 0.053
3075.77287 19.092 0.100
3076.81181 19.157 0.093
3076.88891 19.084 0.085
3076.90742 19.106 0.092
3077.81935 18.975 0.209
3077.86658 19.077 0.177
3077.90332 18.949 0.100
3079.82295 18.950 0.080
3079.87347 19.181 0.108
3079.91463 19.099 0.133
3080.82416 18.976 0.079
3080.86939 19.092 0.070
3080.91301 19.027 0.077
3081.78407 19.038 0.070
3081.87431 18.967 0.066
3081.90959 19.063 0.083
3082.78933 19.037 0.070
3082.83999 19.028 0.064
3082.87912 18.987 0.060
3082.90944 18.966 0.063
3083.77596 19.019 0.057
3083.83830 19.020 0.058
3083.89623 19.045 0.055
3084.78137 18.711 0.049
3084.84001 18.702 0.045
3084.84613 18.678 0.043
3084.90545 18.688 0.038
3085.79161 18.688 0.052
